Fragment,Count,Time (ms),Size (bytes)
Cross.table-byid-researchdefinitions,1,0,0
Cross.table-byid-researchdefinitions-json,1,0,0
Cross.table-byid-researchdefinitions-xml,1,1,0
Cross.table-byid-researchelementdefinitions,1,0,0
Cross.table-byid-researchelementdefinitions-json,1,0,0
Cross.table-byid-researchelementdefinitions-xml,1,0,0
Cross.table-byid-researchstudies,1,0,0
Cross.table-byid-researchstudies-json,1,0,0
Cross.table-byid-researchstudies-xml,1,1,0
Cross.table-byid-researchsubjects,1,0,0
Cross.table-byid-researchsubjects-json,1,0,0
Cross.table-byid-researchsubjects-xml,1,0,0
Cross.table-byid-riskassessments,1,0,0
Cross.table-byid-riskassessments-json,1,1,0
Cross.table-byid-riskassessments-xml,1,1,0
Cross.table-byid-riskevidencesyntheses,1,0,0
Cross.table-byid-riskevidencesyntheses-json,1,0,0
Cross.table-byid-riskevidencesyntheses-xml,1,1,0
Cross.table-byid-schedules,1,1,0
Cross.table-byid-schedules-json,1,1,0
Cross.table-byid-schedules-xml,1,1,0
Cross.table-byid-searchparameters,1,1,934
Cross.table-byid-searchparameters-json,1,1,954
Cross.table-byid-searchparameters-xml,1,1,950
Cross.table-byid-servicerequests,1,1,409
Cross.table-byid-servicerequests-json,1,1,419
Cross.table-byid-servicerequests-xml,1,1,417
Cross.table-byid-slots,1,1,0
Cross.table-byid-slots-json,1,1,0
Cross.table-byid-slots-xml,1,1,0
Cross.table-byid-specimen,1,0,152
Cross.table-byid-specimen-json,1,0,157
Cross.table-byid-specimen-xml,1,0,156
Cross.table-byid-specimendefinitions,1,0,0
Cross.table-byid-specimendefinitions-json,1,0,0
Cross.table-byid-specimendefinitions-xml,1,1,0
Cross.table-byid-structuredefinitions,1,19,61904
Cross.table-byid-structuredefinitions-json,1,20,62449
Cross.table-byid-structuredefinitions-xml,1,21,62340
Cross.table-byid-structuremaps,1,0,0
Cross.table-byid-structuremaps-json,1,0,0
Cross.table-byid-structuremaps-xml,1,1,0
Cross.table-byid-subscriptions,1,0,0
Cross.table-byid-subscriptions-json,1,1,0
Cross.table-byid-subscriptions-xml,1,1,0
Cross.table-byid-subscriptiontopics,1,0,0
Cross.table-byid-subscriptiontopics-json,1,0,0
Cross.table-byid-subscriptiontopics-xml,1,1,0
Cross.table-byid-substancenucleicacids,1,1,0
Cross.table-byid-substancenucleicacids-json,1,1,0
Cross.table-byid-substancenucleicacids-xml,1,1,0
Cross.table-byid-substancepolymers,1,0,0
Cross.table-byid-substancepolymers-json,1,0,0
Cross.table-byid-substancepolymers-xml,1,0,0
Cross.table-byid-substanceproteins,1,0,0
Cross.table-byid-substanceproteins-json,1,0,0
Cross.table-byid-substanceproteins-xml,1,1,0
Cross.table-byid-substancereferenceinformations,1,0,0
Cross.table-byid-substancereferenceinformations-json,1,1,0
Cross.table-byid-substancereferenceinformations-xml,1,1,0
Cross.table-byid-substances,1,0,328
Cross.table-byid-substances-json,1,1,338
Cross.table-byid-substances-xml,1,1,336
Cross.table-byid-substancesourcematerials,1,0,0
Cross.table-byid-substancesourcematerials-json,1,0,0
Cross.table-byid-substancesourcematerials-xml,1,0,0
Cross.table-byid-substancespecifications,1,0,0
Cross.table-byid-substancespecifications-json,1,0,0
Cross.table-byid-substancespecifications-xml,1,0,0
Cross.table-byid-supplydeliveries,1,0,0
Cross.table-byid-supplydeliveries-json,1,1,0
Cross.table-byid-supplydeliveries-xml,1,1,0
Cross.table-byid-supplyrequests,1,1,0
Cross.table-byid-supplyrequests-json,1,1,0
Cross.table-byid-supplyrequests-xml,1,1,0
Cross.table-byid-tasks,1,0,0
Cross.table-byid-tasks-json,1,1,0
Cross.table-byid-tasks-xml,1,1,0
Cross.table-byid-terminologycapabilities,1,0,0
Cross.table-byid-terminologycapabilities-json,1,1,0
Cross.table-byid-terminologycapabilities-xml,1,1,0
Cross.table-byid-testplans,1,0,0
Cross.table-byid-testplans-json,1,1,0
Cross.table-byid-testplans-xml,1,1,0
Cross.table-byid-testreports,1,0,0
Cross.table-byid-testreports-json,1,0,0
Cross.table-byid-testreports-xml,1,0,0
Cross.table-byid-testscripts,1,1,0
Cross.table-byid-testscripts-json,1,1,0
Cross.table-byid-testscripts-xml,1,1,0
Cross.table-byid-valuesets,1,3,6257
Cross.table-byid-valuesets-json,1,3,6372
Cross.table-byid-valuesets-xml,1,4,6349
Cross.table-byid-verificationresults,1,0,0
Cross.table-byid-verificationresults-json,1,1,0
Cross.table-byid-verificationresults-xml,1,1,0
Cross.table-byid-visionprescriptions,1,0,0
Cross.table-byid-visionprescriptions-json,1,0,0
Cross.table-byid-visionprescriptions-xml,1,1,0
Cross.table-capabilitystatements,1,0,0
Cross.table-capabilitystatements-json,1,0,0
Cross.table-capabilitystatements-xml,1,0,0
Cross.table-careplans,1,0,0
Cross.table-careplans-json,1,0,0
Cross.table-careplans-xml,1,1,0
Cross.table-careteams,1,0,0
Cross.table-careteams-json,1,0,0
Cross.table-careteams-xml,1,0,0
Cross.table-catalogentries,1,0,0
Cross.table-catalogentries-json,1,0,0
Cross.table-catalogentries-xml,1,0,0
Cross.table-chargeitemdefinitions,1,0,0
Cross.table-chargeitemdefinitions-json,1,1,0
Cross.table-chargeitemdefinitions-xml,1,1,0
Cross.table-chargeitems,1,0,0
Cross.table-chargeitems-json,1,1,0
Cross.table-chargeitems-xml,1,1,0
Cross.table-claimresponses,1,0,0
Cross.table-claimresponses-json,1,1,0
Cross.table-claimresponses-xml,1,1,0
Cross.table-claims,1,0,0
Cross.table-claims-json,1,1,0
Cross.table-claims-xml,1,1,0
Cross.table-clinicalimpressions,1,0,0
Cross.table-clinicalimpressions-json,1,0,0
Cross.table-clinicalimpressions-xml,1,1,0
Cross.table-codesystems,1,1,6247
Cross.table-codesystems-json,1,1,6342
Cross.table-codesystems-xml,1,1,6323
Cross.table-communicationrequests,1,0,0
Cross.table-communicationrequests-json,1,1,0
Cross.table-communicationrequests-xml,1,1,0
Cross.table-communications,1,0,0
Cross.table-communications-json,1,0,0
Cross.table-communications-xml,1,1,0
Cross.table-compartmentdefinitions,1,0,0
Cross.table-compartmentdefinitions-json,1,0,0
Cross.table-compartmentdefinitions-xml,1,1,0
Cross.table-compositions,1,0,606
Cross.table-compositions-json,1,1,621
Cross.table-compositions-xml,1,1,618
Cross.table-conceptmaps,1,0,0
Cross.table-conceptmaps-json,1,1,0
Cross.table-conceptmaps-xml,1,1,0
Cross.table-conditions,1,0,164
Cross.table-conditions-json,1,0,169
Cross.table-conditions-xml,1,0,168
Cross.table-consents,1,0,0
Cross.table-consents-json,1,1,0
Cross.table-consents-xml,1,1,0
Cross.table-contracts,1,1,0
Cross.table-contracts-json,1,1,0
Cross.table-contracts-xml,1,1,0
Cross.table-coverageeligibilityrequests,1,0,0
Cross.table-coverageeligibilityrequests-json,1,0,0
Cross.table-coverageeligibilityrequests-xml,1,0,0
Cross.table-coverageeligibilityresponses,1,0,0
Cross.table-coverageeligibilityresponses-json,1,0,0
Cross.table-coverageeligibilityresponses-xml,1,0,0
Cross.table-coverages,1,0,304
Cross.table-coverages-json,1,0,314
Cross.table-coverages-xml,1,0,312
Cross.table-detectedissues,1,0,0
Cross.table-detectedissues-json,1,0,0
Cross.table-detectedissues-xml,1,0,0
Cross.table-devicedefinitions,1,1,0
Cross.table-devicedefinitions-json,1,1,0
Cross.table-devicedefinitions-xml,1,1,0
Cross.table-devicemetrics,1,0,0
Cross.table-devicemetrics-json,1,1,0
Cross.table-devicemetrics-xml,1,1,0
Cross.table-devicerequests,1,0,0
Cross.table-devicerequests-json,1,0,0
Cross.table-devicerequests-xml,1,0,0
Cross.table-devices,1,0,155
Cross.table-devices-json,1,0,160
Cross.table-devices-xml,1,1,159
Cross.table-deviceusestatements,1,0,0
Cross.table-deviceusestatements-json,1,0,0
Cross.table-deviceusestatements-xml,1,0,0
Cross.table-diagnosticreports,1,1,0
Cross.table-diagnosticreports-json,1,1,0
Cross.table-diagnosticreports-xml,1,1,0
Cross.table-documentmanifests,1,0,0
Cross.table-documentmanifests-json,1,1,0
Cross.table-documentmanifests-xml,1,1,0
Cross.table-documentreferences,1,0,0
Cross.table-documentreferences-json,1,0,0
Cross.table-documentreferences-xml,1,0,0
Cross.table-domainresources,1,0,0
Cross.table-domainresources-json,1,0,0
Cross.table-domainresources-xml,1,0,0
Cross.table-effectevidencesyntheses,1,0,0
Cross.table-effectevidencesyntheses-json,1,1,0
Cross.table-effectevidencesyntheses-xml,1,1,0
Cross.table-encounters,1,0,328
Cross.table-encounters-json,1,0,338
Cross.table-encounters-xml,1,1,336
Cross.table-endpoints,1,0,270
Cross.table-endpoints-json,1,1,280
Cross.table-endpoints-xml,1,1,278
Cross.table-enrollmentrequests,1,0,0
Cross.table-enrollmentrequests-json,1,0,0
Cross.table-enrollmentrequests-xml,1,0,0
Cross.table-enrollmentresponses,1,1,0
Cross.table-enrollmentresponses-json,1,1,0
Cross.table-enrollmentresponses-xml,1,1,0
Cross.table-episodeofcares,1,0,0
Cross.table-episodeofcares-json,1,1,0
Cross.table-episodeofcares-xml,1,1,0
Cross.table-eventdefinitions,1,0,0
Cross.table-eventdefinitions-json,1,1,0
Cross.table-eventdefinitions-xml,1,1,0
Cross.table-evidences,1,0,0
Cross.table-evidences-json,1,0,0
Cross.table-evidences-xml,1,0,0
Cross.table-evidencevariables,1,0,0
Cross.table-evidencevariables-json,1,0,0
Cross.table-evidencevariables-xml,1,0,0
Cross.table-examplescenarios,1,1,0
Cross.table-examplescenarios-json,1,1,0
Cross.table-examplescenarios-xml,1,2,0
Cross.table-explanationofbenefits,1,0,0
Cross.table-explanationofbenefits-json,1,0,0
Cross.table-explanationofbenefits-xml,1,1,0
Cross.table-extensions,1,1,17093
Cross.table-extensions-mm,1,1,20801
Cross.table-familymemberhistories,1,0,0
Cross.table-familymemberhistories-json,1,0,0
Cross.table-familymemberhistories-xml,1,1,0
Cross.table-flags,1,1,0
Cross.table-flags-json,1,1,0
Cross.table-flags-xml,1,1,0
Cross.table-goals,1,0,0
Cross.table-goals-json,1,0,0
Cross.table-goals-xml,1,0,0
Cross.table-graphdefinitions,1,0,0
Cross.table-graphdefinitions-json,1,1,0
Cross.table-graphdefinitions-xml,1,1,0
Cross.table-grid-activitydefinitions,1,0,1186
Cross.table-grid-actordefinitions,1,0,1183
Cross.table-grid-capabilitystatements,1,1,1187
Cross.table-grid-chargeitemdefinitions,1,0,1188
Cross.table-grid-codesystems,1,1,15675
Cross.table-grid-compartmentdefinitions,1,0,1189
Cross.table-grid-conceptmaps,1,0,1178
Cross.table-grid-contracts,1,0,1176
Cross.table-grid-devicedefinitions,1,0,1184
Cross.table-grid-devices,1,0,1406
Cross.table-grid-effectevidencesyntheses,1,0,1191
Cross.table-grid-eventdefinitions,1,0,1183
Cross.table-grid-evidences,1,0,1176
Cross.table-grid-evidencevariables,1,0,1184
Cross.table-grid-examplescenarios,1,0,1183
Cross.table-grid-graphdefinitions,1,0,1183
Cross.table-grid-implementationguides,1,0,1810
Cross.table-grid-libraries,1,0,1175
Cross.table-grid-measures,1,0,1175
Cross.table-grid-messagedefinitions,1,0,1185
Cross.table-grid-operationdefinitions,1,0,1187
Cross.table-grid-plandefinitions,1,0,1182
Cross.table-grid-questionnaires,1,1,1181
Cross.table-grid-requirements,1,0,1180
Cross.table-grid-researchdefinitions,1,0,1186
Cross.table-grid-researchelementdefinitions,1,0,1193
Cross.table-grid-riskevidencesyntheses,1,0,1189
Cross.table-grid-searchparameters,1,0,3772
Cross.table-grid-structuredefinitions,1,10,107190
Cross.table-grid-structuremaps,1,0,1180
Cross.table-grid-subscriptiontopics,1,0,1185
Cross.table-grid-terminologycapabilities,1,0,1191
Cross.table-grid-testplans,1,0,1176
Cross.table-grid-testscripts,1,0,1178
Cross.table-grid-valuesets,1,2,16719
Cross.table-groups,1,1,0
Cross.table-groups-json,1,1,0
Cross.table-groups-xml,1,1,0
Cross.table-guidanceresponses,1,0,0
Cross.table-guidanceresponses-json,1,0,0
Cross.table-guidanceresponses-xml,1,0,0
Cross.table-healthcareservices,1,0,826
Cross.table-healthcareservices-json,1,0,856
Cross.table-healthcareservices-xml,1,1,850
Cross.table-imagingstudies,1,1,0
Cross.table-imagingstudies-json,1,1,0
Cross.table-imagingstudies-xml,1,1,0
Cross.table-immunizationevaluations,1,1,0
Cross.table-immunizationevaluations-json,1,1,0
Cross.table-immunizationevaluations-xml,1,1,0
Cross.table-immunizationrecommendations,1,0,0
Cross.table-immunizationrecommendations-json,1,0,0
Cross.table-immunizationrecommendations-xml,1,0,0
Cross.table-immunizations,1,0,692
Cross.table-immunizations-json,1,1,712
Cross.table-immunizations-xml,1,1,708
Cross.table-implementationguides,1,0,184
Cross.table-implementationguides-json,1,1,189
Cross.table-implementationguides-xml,1,1,188
Cross.table-insuranceplans,1,0,0
Cross.table-insuranceplans-json,1,1,0
Cross.table-insuranceplans-xml,1,1,0
Cross.table-invoices,1,0,0
Cross.table-invoices-json,1,1,0
Cross.table-invoices-xml,1,1,0
Cross.table-libraries,1,0,0
Cross.table-libraries-json,1,0,0
Cross.table-libraries-xml,1,1,0
Cross.table-linkages,1,0,0
Cross.table-linkages-json,1,0,0
Cross.table-linkages-xml,1,0,0
Cross.table-lists,1,1,596
Cross.table-lists-json,1,1,616
Cross.table-lists-xml,1,1,612
Cross.table-locations,1,1,1286
Cross.table-locations-json,1,1,1336
Cross.table-locations-xml,1,1,1326
Cross.table-logicals,1,1,0
Cross.table-logicals-mm,1,1,0
Cross.table-measurereports,1,0,0
Cross.table-measurereports-json,1,1,0
Cross.table-measurereports-xml,1,1,0
Cross.table-measures,1,1,0
Cross.table-measures-json,1,1,0
Cross.table-measures-xml,1,1,0
Cross.table-media,1,0,0
Cross.table-media-json,1,0,0
Cross.table-media-xml,1,0,0
Cross.table-medicationadministrations,1,0,418
Cross.table-medicationadministrations-json,1,0,428
Cross.table-medicationadministrations-xml,1,1,426
Cross.table-medicationdispenses,1,0,382
Cross.table-medicationdispenses-json,1,0,392
Cross.table-medicationdispenses-xml,1,0,390
Cross.table-medicationknowledges,1,0,0
Cross.table-medicationknowledges-json,1,0,0
Cross.table-medicationknowledges-xml,1,1,0
Cross.table-medicationrequests,1,0,564
Cross.table-medicationrequests-json,1,1,579
Cross.table-medicationrequests-xml,1,1,576
Cross.table-medications,1,1,3048
Cross.table-medications-json,1,1,3123
Cross.table-medications-xml,1,1,3108
Cross.table-medicationstatements,1,1,582
Cross.table-medicationstatements-json,1,1,597
Cross.table-medicationstatements-xml,1,1,594
Cross.table-medicinalproductauthorizations,1,0,0
Cross.table-medicinalproductauthorizations-json,1,1,0
Cross.table-medicinalproductauthorizations-xml,1,1,0
Cross.table-medicinalproductcontraindications,1,0,0
Cross.table-medicinalproductcontraindications-json,1,1,0
Cross.table-medicinalproductcontraindications-xml,1,1,0
Cross.table-medicinalproductindications,1,1,0
Cross.table-medicinalproductindications-json,1,1,0
Cross.table-medicinalproductindications-xml,1,1,0
Cross.table-medicinalproductingredients,1,1,0
Cross.table-medicinalproductingredients-json,1,1,0
Cross.table-medicinalproductingredients-xml,1,1,0
Cross.table-medicinalproductinteractions,1,0,0
Cross.table-medicinalproductinteractions-json,1,0,0
Cross.table-medicinalproductinteractions-xml,1,1,0
Cross.table-medicinalproductmanufactureds,1,1,0
Cross.table-medicinalproductmanufactureds-json,1,1,0
Cross.table-medicinalproductmanufactureds-xml,1,1,0
Cross.table-medicinalproductpackageds,1,0,0
Cross.table-medicinalproductpackageds-json,1,1,0
Cross.table-medicinalproductpackageds-xml,1,1,0
Cross.table-medicinalproductpharmaceuticals,1,0,0
Cross.table-medicinalproductpharmaceuticals-json,1,1,0
Cross.table-medicinalproductpharmaceuticals-xml,1,1,0
Cross.table-medicinalproducts,1,0,0
Cross.table-medicinalproducts-json,1,0,0
Cross.table-medicinalproducts-xml,1,0,0
Cross.table-medicinalproductundesirableeffects,1,0,0
Cross.table-medicinalproductundesirableeffects-json,1,0,0
Cross.table-medicinalproductundesirableeffects-xml,1,0,0
Cross.table-messagedefinitions,1,1,0
Cross.table-messagedefinitions-json,1,1,0
Cross.table-messagedefinitions-xml,1,1,0
Cross.table-messageheaders,1,0,0
Cross.table-messageheaders-json,1,1,0
Cross.table-messageheaders-xml,1,1,0
Cross.table-molecularsequences,1,1,0
Cross.table-molecularsequences-json,1,1,0
Cross.table-molecularsequences-xml,1,1,0
Cross.table-name-accounts,1,0,0
Cross.table-name-accounts-json,1,0,0
Cross.table-name-accounts-xml,1,0,0
Cross.table-name-activitydefinitions,1,0,0
Cross.table-name-activitydefinitions-json,1,0,0
Cross.table-name-activitydefinitions-xml,1,1,0
Cross.table-name-actordefinitions,1,0,0
Cross.table-name-actordefinitions-json,1,0,0
Cross.table-name-actordefinitions-xml,1,1,0
Cross.table-name-adverseevents,1,0,0
Cross.table-name-adverseevents-json,1,0,0
Cross.table-name-adverseevents-xml,1,1,0
Cross.table-name-allergyintolerances,1,1,764
Cross.table-name-allergyintolerances-json,1,1,784
Cross.table-name-allergyintolerances-xml,1,1,780
Cross.table-name-appointmentresponses,1,0,0
Cross.table-name-appointmentresponses-json,1,1,0
Cross.table-name-appointmentresponses-xml,1,1,0
Cross.table-name-appointments,1,1,0
Cross.table-name-appointments-json,1,1,0
Cross.table-name-appointments-xml,1,2,0
Cross.table-name-auditevents,1,0,0
Cross.table-name-auditevents-json,1,0,0
Cross.table-name-auditevents-xml,1,0,0
Cross.table-name-basics,1,0,0
Cross.table-name-basics-json,1,0,0
Cross.table-name-basics-xml,1,1,0
Cross.table-name-binaries,1,0,0
Cross.table-name-binaries-json,1,0,0
Cross.table-name-binaries-xml,1,1,0
Cross.table-name-biologicallyderivedproducts,1,1,0
Cross.table-name-biologicallyderivedproducts-json,1,1,0
Cross.table-name-biologicallyderivedproducts-xml,1,1,0
Cross.table-name-bodystructures,1,0,352
Cross.table-name-bodystructures-json,1,0,362
Cross.table-name-bodystructures-xml,1,0,360
Cross.table-name-bundles,1,0,155
Cross.table-name-bundles-json,1,1,160
Cross.table-name-bundles-xml,1,1,159
Cross.table-name-capabilitystatements,1,0,0
Cross.table-name-capabilitystatements-json,1,0,0
Cross.table-name-capabilitystatements-xml,1,0,0
Cross.table-name-careplans,1,1,0
Cross.table-name-careplans-json,1,1,0
Cross.table-name-careplans-xml,1,2,0
Cross.table-name-careteams,1,0,0
Cross.table-name-careteams-json,1,0,0
Cross.table-name-careteams-xml,1,1,0
Cross.table-name-catalogentries,1,0,0
Cross.table-name-catalogentries-json,1,1,0
Cross.table-name-catalogentries-xml,1,1,0
Cross.table-name-chargeitemdefinitions,1,0,0
Cross.table-name-chargeitemdefinitions-json,1,0,0
Cross.table-name-chargeitemdefinitions-xml,1,1,0
Cross.table-name-chargeitems,1,0,0
Cross.table-name-chargeitems-json,1,0,0
Cross.table-name-chargeitems-xml,1,0,0
Cross.table-name-claimresponses,1,0,0
Cross.table-name-claimresponses-json,1,0,0
Cross.table-name-claimresponses-xml,1,0,0
Cross.table-name-claims,1,0,0
Cross.table-name-claims-json,1,1,0
Cross.table-name-claims-xml,1,1,0
Cross.table-name-clinicalimpressions,1,0,0
Cross.table-name-clinicalimpressions-json,1,1,0
Cross.table-name-clinicalimpressions-xml,1,1,0
Cross.table-name-codesystems,1,1,6247
Cross.table-name-codesystems-json,1,1,6342
Cross.table-name-codesystems-xml,1,1,6323
Cross.table-name-communicationrequests,1,0,0
Cross.table-name-communicationrequests-json,1,0,0
Cross.table-name-communicationrequests-xml,1,0,0
Cross.table-name-communications,1,1,0
Cross.table-name-communications-json,1,1,0
Cross.table-name-communications-xml,1,1,0
Cross.table-name-compartmentdefinitions,1,0,0
Cross.table-name-compartmentdefinitions-json,1,0,0
Cross.table-name-compartmentdefinitions-xml,1,0,0
Cross.table-name-compositions,1,0,606
Cross.table-name-compositions-json,1,0,621
Cross.table-name-compositions-xml,1,1,618
Cross.table-name-conceptmaps,1,0,0
Cross.table-name-conceptmaps-json,1,0,0
Cross.table-name-conceptmaps-xml,1,1,0
Cross.table-name-conditions,1,0,164
Cross.table-name-conditions-json,1,1,169
Cross.table-name-conditions-xml,1,1,168
Cross.table-name-consents,1,0,0
Cross.table-name-consents-json,1,0,0
Cross.table-name-consents-xml,1,1,0
Cross.table-name-contracts,1,0,0
Cross.table-name-contracts-json,1,1,0
Cross.table-name-contracts-xml,1,1,0
Cross.table-name-coverageeligibilityrequests,1,0,0
Cross.table-name-coverageeligibilityrequests-json,1,1,0
Cross.table-name-coverageeligibilityrequests-xml,1,1,0
Cross.table-name-coverageeligibilityresponses,1,0,0
Cross.table-name-coverageeligibilityresponses-json,1,1,0
Cross.table-name-coverageeligibilityresponses-xml,1,1,0
Cross.table-name-coverages,1,1,304
Cross.table-name-coverages-json,1,1,314
Cross.table-name-coverages-xml,1,1,312
Cross.table-name-detectedissues,1,1,0
Cross.table-name-detectedissues-json,1,1,0
Cross.table-name-detectedissues-xml,1,1,0
Cross.table-name-devicedefinitions,1,0,0
Cross.table-name-devicedefinitions-json,1,1,0
Cross.table-name-devicedefinitions-xml,1,1,0
Cross.table-name-devicemetrics,1,0,0
Cross.table-name-devicemetrics-json,1,0,0
Cross.table-name-devicemetrics-xml,1,0,0
Cross.table-name-devicerequests,1,1,0
Cross.table-name-devicerequests-json,1,1,0
Cross.table-name-devicerequests-xml,1,1,0
Cross.table-name-devices,1,1,155
Cross.table-name-devices-json,1,1,160
Cross.table-name-devices-xml,1,1,159
Cross.table-name-deviceusestatements,1,1,0
Cross.table-name-deviceusestatements-json,1,1,0
Cross.table-name-deviceusestatements-xml,1,1,0
Cross.table-name-diagnosticreports,1,0,0
Cross.table-name-diagnosticreports-json,1,0,0
Cross.table-name-diagnosticreports-xml,1,1,0
Cross.table-name-documentmanifests,1,0,0
Cross.table-name-documentmanifests-json,1,0,0
Cross.table-name-documentmanifests-xml,1,1,0
Cross.table-name-documentreferences,1,1,0
Cross.table-name-documentreferences-json,1,1,0
Cross.table-name-documentreferences-xml,1,1,0
Cross.table-name-domainresources,1,0,0
Cross.table-name-domainresources-json,1,1,0
Cross.table-name-domainresources-xml,1,1,0
Cross.table-name-effectevidencesyntheses,1,0,0
Cross.table-name-effectevidencesyntheses-json,1,0,0
Cross.table-name-effectevidencesyntheses-xml,1,1,0
Cross.table-name-encounters,1,1,328
Cross.table-name-encounters-json,1,1,338
Cross.table-name-encounters-xml,1,1,336
Cross.table-name-endpoints,1,0,270
Cross.table-name-endpoints-json,1,0,280
Cross.table-name-endpoints-xml,1,1,278
Cross.table-name-enrollmentrequests,1,1,0
Cross.table-name-enrollmentrequests-json,1,1,0
Cross.table-name-enrollmentrequests-xml,1,1,0
Cross.table-name-enrollmentresponses,1,0,0
Cross.table-name-enrollmentresponses-json,1,0,0
Cross.table-name-enrollmentresponses-xml,1,1,0
Cross.table-name-episodeofcares,1,0,0
Cross.table-name-episodeofcares-json,1,0,0
Cross.table-name-episodeofcares-xml,1,1,0
Cross.table-name-eventdefinitions,1,0,0
Cross.table-name-eventdefinitions-json,1,0,0
Cross.table-name-eventdefinitions-xml,1,0,0
Cross.table-name-evidences,1,1,0
Cross.table-name-evidences-json,1,1,0
Cross.table-name-evidences-xml,1,1,0
Cross.table-name-evidencevariables,1,0,0
Cross.table-name-evidencevariables-json,1,0,0
Cross.table-name-evidencevariables-xml,1,0,0
Cross.table-name-examplescenarios,1,0,0
Cross.table-name-examplescenarios-json,1,1,0
Cross.table-name-examplescenarios-xml,1,1,0
Cross.table-name-explanationofbenefits,1,1,0
Cross.table-name-explanationofbenefits-json,1,1,0
Cross.table-name-explanationofbenefits-xml,1,1,0
Cross.table-name-familymemberhistories,1,1,0
Cross.table-name-familymemberhistories-json,1,1,0
Cross.table-name-familymemberhistories-xml,1,1,0
Cross.table-name-flags,1,0,0
Cross.table-name-flags-json,1,0,0
Cross.table-name-flags-xml,1,1,0
Cross.table-name-goals,1,1,0
Cross.table-name-goals-json,1,1,0
Cross.table-name-goals-xml,1,1,0
Cross.table-name-graphdefinitions,1,0,0
Cross.table-name-graphdefinitions-json,1,0,0
Cross.table-name-graphdefinitions-xml,1,1,0
Cross.table-name-groups,1,0,0
Cross.table-name-groups-json,1,1,0
Cross.table-name-groups-xml,1,1,0
Cross.table-name-guidanceresponses,1,0,0
Cross.table-name-guidanceresponses-json,1,1,0
Cross.table-name-guidanceresponses-xml,1,1,0
Cross.table-name-healthcareservices,1,0,826
Cross.table-name-healthcareservices-json,1,0,856
Cross.table-name-healthcareservices-xml,1,0,850
Cross.table-name-imagingstudies,1,0,0
Cross.table-name-imagingstudies-json,1,0,0
Cross.table-name-imagingstudies-xml,1,1,0
Cross.table-name-immunizationevaluations,1,0,0
Cross.table-name-immunizationevaluations-json,1,0,0
Cross.table-name-immunizationevaluations-xml,1,1,0
Cross.table-name-immunizationrecommendations,1,0,0
Cross.table-name-immunizationrecommendations-json,1,1,0
Cross.table-name-immunizationrecommendations-xml,1,1,0
Cross.table-name-immunizations,1,1,692
Cross.table-name-immunizations-json,1,1,712
Cross.table-name-immunizations-xml,1,2,708
Cross.table-name-implementationguides,1,1,184
Cross.table-name-implementationguides-json,1,1,189
Cross.table-name-implementationguides-xml,1,1,188
Cross.table-name-insuranceplans,1,0,0
Cross.table-name-insuranceplans-json,1,0,0
Cross.table-name-insuranceplans-xml,1,0,0
Cross.table-name-invoices,1,0,0
Cross.table-name-invoices-json,1,0,0
Cross.table-name-invoices-xml,1,1,0
Cross.table-name-libraries,1,0,0
Cross.table-name-libraries-json,1,0,0
Cross.table-name-libraries-xml,1,0,0
Cross.table-name-linkages,1,0,0
Cross.table-name-linkages-json,1,1,0
Cross.table-name-linkages-xml,1,1,0
Cross.table-name-lists,1,0,596
Cross.table-name-lists-json,1,1,616
Cross.table-name-lists-xml,1,1,612
Cross.table-name-locations,1,1,1286
Cross.table-name-locations-json,1,1,1336
Cross.table-name-locations-xml,1,1,1326
Cross.table-name-measurereports,1,0,0
Cross.table-name-measurereports-json,1,0,0
Cross.table-name-measurereports-xml,1,0,0
Cross.table-name-measures,1,0,0
Cross.table-name-measures-json,1,1,0
Cross.table-name-measures-xml,1,1,0
Cross.table-name-media,1,0,0
Cross.table-name-media-json,1,1,0
Cross.table-name-media-xml,1,1,0
Cross.table-name-medicationadministrations,1,0,418
Cross.table-name-medicationadministrations-json,1,0,428
Cross.table-name-medicationadministrations-xml,1,0,426
Cross.table-name-medicationdispenses,1,0,382
Cross.table-name-medicationdispenses-json,1,1,392
Cross.table-name-medicationdispenses-xml,1,1,390
Cross.table-name-medicationknowledges,1,0,0
Cross.table-name-medicationknowledges-json,1,0,0
Cross.table-name-medicationknowledges-xml,1,0,0
Cross.table-name-medicationrequests,1,1,564
Cross.table-name-medicationrequests-json,1,1,579
Cross.table-name-medicationrequests-xml,1,2,576
Cross.table-name-medications,1,1,3048
Cross.table-name-medications-json,1,1,3123
Cross.table-name-medications-xml,1,1,3108
Cross.table-name-medicationstatements,1,1,582
Cross.table-name-medicationstatements-json,1,1,597
Cross.table-name-medicationstatements-xml,1,1,594
Cross.table-name-medicinalproductauthorizations,1,0,0
Cross.table-name-medicinalproductauthorizations-json,1,1,0
Cross.table-name-medicinalproductauthorizations-xml,1,1,0
Cross.table-name-medicinalproductcontraindications,1,0,0
Cross.table-name-medicinalproductcontraindications-json,1,0,0
Cross.table-name-medicinalproductcontraindications-xml,1,0,0
Cross.table-name-medicinalproductindications,1,0,0
Cross.table-name-medicinalproductindications-json,1,1,0
Cross.table-name-medicinalproductindications-xml,1,1,0
Cross.table-name-medicinalproductingredients,1,0,0
Cross.table-name-medicinalproductingredients-json,1,1,0
Cross.table-name-medicinalproductingredients-xml,1,1,0
