Fragment,Count,Time (ms),Size (bytes)
Cross.list-substancenucleicacids,1,0,0
Cross.list-substancenucleicacids-json,1,0,0
Cross.list-substancenucleicacids-xml,1,0,0
Cross.list-substancepolymers,1,0,0
Cross.list-substancepolymers-json,1,0,0
Cross.list-substancepolymers-xml,1,1,0
Cross.list-substanceproteins,1,0,0
Cross.list-substanceproteins-json,1,0,0
Cross.list-substanceproteins-xml,1,0,0
Cross.list-substancereferenceinformations,1,0,0
Cross.list-substancereferenceinformations-json,1,1,0
Cross.list-substancereferenceinformations-xml,1,1,0
Cross.list-substances,1,0,292
Cross.list-substances-json,1,1,302
Cross.list-substances-xml,1,1,300
Cross.list-substancesourcematerials,1,0,0
Cross.list-substancesourcematerials-json,1,0,0
Cross.list-substancesourcematerials-xml,1,0,0
Cross.list-substancespecifications,1,0,0
Cross.list-substancespecifications-json,1,0,0
Cross.list-substancespecifications-xml,1,0,0
Cross.list-supplydeliveries,1,1,0
Cross.list-supplydeliveries-json,1,1,0
Cross.list-supplydeliveries-xml,1,1,0
Cross.list-supplyrequests,1,0,0
Cross.list-supplyrequests-json,1,0,0
Cross.list-supplyrequests-xml,1,1,0
Cross.list-tasks,1,0,0
Cross.list-tasks-json,1,1,0
Cross.list-tasks-xml,1,1,0
Cross.list-terminologycapabilities,1,0,0
Cross.list-terminologycapabilities-json,1,1,0
Cross.list-terminologycapabilities-xml,1,1,0
Cross.list-testplans,1,0,0
Cross.list-testplans-json,1,1,0
Cross.list-testplans-xml,1,1,0
Cross.list-testreports,1,0,0
Cross.list-testreports-json,1,0,0
Cross.list-testreports-xml,1,0,0
Cross.list-testscripts,1,1,0
Cross.list-testscripts-json,1,1,0
Cross.list-testscripts-xml,1,1,0
Cross.list-valuesets,1,2,5843
Cross.list-valuesets-json,1,3,5958
Cross.list-valuesets-xml,1,3,5935
Cross.list-verificationresults,1,0,0
Cross.list-verificationresults-json,1,0,0
Cross.list-verificationresults-xml,1,1,0
Cross.list-visionprescriptions,1,0,0
Cross.list-visionprescriptions-json,1,0,0
Cross.list-visionprescriptions-xml,1,0,0
Cross.maps,212,3,43736
Cross.new-extensions,1,0,58
Cross.obligation-summary,1,495,75
Cross.related-igs-list,1,0,11
Cross.related-igs-table,1,0,0
Cross.summary-extensions,1,1,24840
Cross.summary-observations,1,4,1811
Cross.table-accounts,1,0,0
Cross.table-accounts-json,1,1,0
Cross.table-accounts-xml,1,1,0
Cross.table-activitydefinitions,1,0,0
Cross.table-activitydefinitions-json,1,1,0
Cross.table-activitydefinitions-xml,1,1,0
Cross.table-actordefinitions,1,0,0
Cross.table-actordefinitions-json,1,1,0
Cross.table-actordefinitions-xml,1,1,0
Cross.table-adverseevents,1,1,0
Cross.table-adverseevents-json,1,1,0
Cross.table-adverseevents-xml,1,1,0
Cross.table-allergyintolerances,1,0,764
Cross.table-allergyintolerances-json,1,1,784
Cross.table-allergyintolerances-xml,1,1,780
Cross.table-appointmentresponses,1,0,0
Cross.table-appointmentresponses-json,1,0,0
Cross.table-appointmentresponses-xml,1,0,0
Cross.table-appointments,1,0,0
Cross.table-appointments-json,1,1,0
Cross.table-appointments-xml,1,1,0
Cross.table-auditevents,1,0,0
Cross.table-auditevents-json,1,1,0
Cross.table-auditevents-xml,1,1,0
Cross.table-basics,1,1,0
Cross.table-basics-json,1,1,0
Cross.table-basics-xml,1,1,0
Cross.table-binaries,1,0,0
Cross.table-binaries-json,1,1,0
Cross.table-binaries-xml,1,1,0
Cross.table-biologicallyderivedproducts,1,0,0
Cross.table-biologicallyderivedproducts-json,1,0,0
Cross.table-biologicallyderivedproducts-xml,1,1,0
Cross.table-bodystructures,1,1,352
Cross.table-bodystructures-json,1,1,362
Cross.table-bodystructures-xml,1,1,360
Cross.table-bundles,1,1,155
Cross.table-bundles-json,1,1,160
Cross.table-bundles-xml,1,1,159
Cross.table-byid-accounts,1,1,0
Cross.table-byid-accounts-json,1,1,0
Cross.table-byid-accounts-xml,1,1,0
Cross.table-byid-activitydefinitions,1,0,0
Cross.table-byid-activitydefinitions-json,1,1,0
Cross.table-byid-activitydefinitions-xml,1,1,0
Cross.table-byid-actordefinitions,1,0,0
Cross.table-byid-actordefinitions-json,1,1,0
Cross.table-byid-actordefinitions-xml,1,1,0
Cross.table-byid-adverseevents,1,0,0
Cross.table-byid-adverseevents-json,1,1,0
Cross.table-byid-adverseevents-xml,1,1,0
Cross.table-byid-allergyintolerances,1,0,764
Cross.table-byid-allergyintolerances-json,1,1,784
Cross.table-byid-allergyintolerances-xml,1,1,780
Cross.table-byid-appointmentresponses,1,1,0
Cross.table-byid-appointmentresponses-json,1,1,0
Cross.table-byid-appointmentresponses-xml,1,1,0
Cross.table-byid-appointments,1,0,0
Cross.table-byid-appointments-json,1,1,0
Cross.table-byid-appointments-xml,1,1,0
Cross.table-byid-auditevents,1,0,0
Cross.table-byid-auditevents-json,1,0,0
Cross.table-byid-auditevents-xml,1,1,0
Cross.table-byid-basics,1,0,0
Cross.table-byid-basics-json,1,1,0
Cross.table-byid-basics-xml,1,1,0
Cross.table-byid-binaries,1,0,0
Cross.table-byid-binaries-json,1,1,0
Cross.table-byid-binaries-xml,1,1,0
Cross.table-byid-biologicallyderivedproducts,1,0,0
Cross.table-byid-biologicallyderivedproducts-json,1,1,0
Cross.table-byid-biologicallyderivedproducts-xml,1,1,0
Cross.table-byid-bodystructures,1,1,352
Cross.table-byid-bodystructures-json,1,1,362
Cross.table-byid-bodystructures-xml,1,1,360
Cross.table-byid-bundles,1,0,155
Cross.table-byid-bundles-json,1,1,160
Cross.table-byid-bundles-xml,1,1,159
Cross.table-byid-capabilitystatements,1,0,0
Cross.table-byid-capabilitystatements-json,1,0,0
Cross.table-byid-capabilitystatements-xml,1,0,0
Cross.table-byid-careplans,1,0,0
Cross.table-byid-careplans-json,1,1,0
Cross.table-byid-careplans-xml,1,1,0
Cross.table-byid-careteams,1,0,0
Cross.table-byid-careteams-json,1,1,0
Cross.table-byid-careteams-xml,1,1,0
Cross.table-byid-catalogentries,1,1,0
Cross.table-byid-catalogentries-json,1,1,0
Cross.table-byid-catalogentries-xml,1,1,0
Cross.table-byid-chargeitemdefinitions,1,0,0
Cross.table-byid-chargeitemdefinitions-json,1,0,0
Cross.table-byid-chargeitemdefinitions-xml,1,1,0
Cross.table-byid-chargeitems,1,0,0
Cross.table-byid-chargeitems-json,1,0,0
Cross.table-byid-chargeitems-xml,1,1,0
Cross.table-byid-claimresponses,1,0,0
Cross.table-byid-claimresponses-json,1,0,0
Cross.table-byid-claimresponses-xml,1,1,0
Cross.table-byid-claims,1,1,0
Cross.table-byid-claims-json,1,1,0
Cross.table-byid-claims-xml,1,1,0
Cross.table-byid-clinicalimpressions,1,0,0
Cross.table-byid-clinicalimpressions-json,1,1,0
Cross.table-byid-clinicalimpressions-xml,1,1,0
Cross.table-byid-codesystems,1,1,6247
Cross.table-byid-codesystems-json,1,1,6342
Cross.table-byid-codesystems-xml,1,2,6323
Cross.table-byid-communicationrequests,1,0,0
Cross.table-byid-communicationrequests-json,1,0,0
Cross.table-byid-communicationrequests-xml,1,1,0
Cross.table-byid-communications,1,0,0
Cross.table-byid-communications-json,1,0,0
Cross.table-byid-communications-xml,1,0,0
Cross.table-byid-compartmentdefinitions,1,0,0
Cross.table-byid-compartmentdefinitions-json,1,0,0
Cross.table-byid-compartmentdefinitions-xml,1,1,0
Cross.table-byid-compositions,1,0,606
Cross.table-byid-compositions-json,1,0,621
Cross.table-byid-compositions-xml,1,1,618
Cross.table-byid-conceptmaps,1,0,0
Cross.table-byid-conceptmaps-json,1,0,0
Cross.table-byid-conceptmaps-xml,1,0,0
Cross.table-byid-conditions,1,1,164
Cross.table-byid-conditions-json,1,1,169
Cross.table-byid-conditions-xml,1,1,168
Cross.table-byid-consents,1,0,0
Cross.table-byid-consents-json,1,0,0
Cross.table-byid-consents-xml,1,1,0
Cross.table-byid-contracts,1,1,0
Cross.table-byid-contracts-json,1,1,0
Cross.table-byid-contracts-xml,1,1,0
Cross.table-byid-coverageeligibilityrequests,1,1,0
Cross.table-byid-coverageeligibilityrequests-json,1,1,0
Cross.table-byid-coverageeligibilityrequests-xml,1,1,0
Cross.table-byid-coverageeligibilityresponses,1,1,0
Cross.table-byid-coverageeligibilityresponses-json,1,1,0
Cross.table-byid-coverageeligibilityresponses-xml,1,1,0
Cross.table-byid-coverages,1,1,304
Cross.table-byid-coverages-json,1,1,314
Cross.table-byid-coverages-xml,1,1,312
Cross.table-byid-detectedissues,1,0,0
Cross.table-byid-detectedissues-json,1,0,0
Cross.table-byid-detectedissues-xml,1,0,0
Cross.table-byid-devicedefinitions,1,0,0
Cross.table-byid-devicedefinitions-json,1,1,0
Cross.table-byid-devicedefinitions-xml,1,1,0
Cross.table-byid-devicemetrics,1,0,0
Cross.table-byid-devicemetrics-json,1,0,0
Cross.table-byid-devicemetrics-xml,1,1,0
Cross.table-byid-devicerequests,1,0,0
Cross.table-byid-devicerequests-json,1,0,0
Cross.table-byid-devicerequests-xml,1,0,0
Cross.table-byid-devices,1,0,155
Cross.table-byid-devices-json,1,1,160
Cross.table-byid-devices-xml,1,1,159
Cross.table-byid-deviceusestatements,1,0,0
Cross.table-byid-deviceusestatements-json,1,0,0
Cross.table-byid-deviceusestatements-xml,1,0,0
Cross.table-byid-diagnosticreports,1,0,0
Cross.table-byid-diagnosticreports-json,1,1,0
Cross.table-byid-diagnosticreports-xml,1,1,0
Cross.table-byid-documentmanifests,1,0,0
Cross.table-byid-documentmanifests-json,1,1,0
Cross.table-byid-documentmanifests-xml,1,1,0
Cross.table-byid-documentreferences,1,0,0
Cross.table-byid-documentreferences-json,1,0,0
Cross.table-byid-documentreferences-xml,1,0,0
Cross.table-byid-domainresources,1,1,0
Cross.table-byid-domainresources-json,1,1,0
Cross.table-byid-domainresources-xml,1,1,0
Cross.table-byid-effectevidencesyntheses,1,1,0
Cross.table-byid-effectevidencesyntheses-json,1,1,0
Cross.table-byid-effectevidencesyntheses-xml,1,1,0
Cross.table-byid-encounters,1,0,328
Cross.table-byid-encounters-json,1,0,338
Cross.table-byid-encounters-xml,1,0,336
Cross.table-byid-endpoints,1,0,270
Cross.table-byid-endpoints-json,1,1,280
Cross.table-byid-endpoints-xml,1,1,278
Cross.table-byid-enrollmentrequests,1,0,0
Cross.table-byid-enrollmentrequests-json,1,0,0
Cross.table-byid-enrollmentrequests-xml,1,0,0
Cross.table-byid-enrollmentresponses,1,0,0
Cross.table-byid-enrollmentresponses-json,1,1,0
Cross.table-byid-enrollmentresponses-xml,1,1,0
Cross.table-byid-episodeofcares,1,1,0
Cross.table-byid-episodeofcares-json,1,1,0
Cross.table-byid-episodeofcares-xml,1,1,0
Cross.table-byid-eventdefinitions,1,1,0
Cross.table-byid-eventdefinitions-json,1,1,0
Cross.table-byid-eventdefinitions-xml,1,1,0
Cross.table-byid-evidences,1,0,0
Cross.table-byid-evidences-json,1,0,0
Cross.table-byid-evidences-xml,1,0,0
Cross.table-byid-evidencevariables,1,0,0
Cross.table-byid-evidencevariables-json,1,0,0
Cross.table-byid-evidencevariables-xml,1,0,0
Cross.table-byid-examplescenarios,1,0,0
Cross.table-byid-examplescenarios-json,1,1,0
Cross.table-byid-examplescenarios-xml,1,2,0
Cross.table-byid-explanationofbenefits,1,0,0
Cross.table-byid-explanationofbenefits-json,1,0,0
Cross.table-byid-explanationofbenefits-xml,1,0,0
Cross.table-byid-familymemberhistories,1,0,0
Cross.table-byid-familymemberhistories-json,1,0,0
Cross.table-byid-familymemberhistories-xml,1,0,0
Cross.table-byid-flags,1,0,0
Cross.table-byid-flags-json,1,1,0
Cross.table-byid-flags-xml,1,1,0
Cross.table-byid-goals,1,0,0
Cross.table-byid-goals-json,1,0,0
Cross.table-byid-goals-xml,1,0,0
Cross.table-byid-graphdefinitions,1,0,0
Cross.table-byid-graphdefinitions-json,1,1,0
Cross.table-byid-graphdefinitions-xml,1,1,0
Cross.table-byid-groups,1,1,0
Cross.table-byid-groups-json,1,1,0
Cross.table-byid-groups-xml,1,1,0
Cross.table-byid-guidanceresponses,1,0,0
Cross.table-byid-guidanceresponses-json,1,0,0
Cross.table-byid-guidanceresponses-xml,1,0,0
Cross.table-byid-healthcareservices,1,0,826
Cross.table-byid-healthcareservices-json,1,0,856
Cross.table-byid-healthcareservices-xml,1,0,850
Cross.table-byid-imagingstudies,1,0,0
Cross.table-byid-imagingstudies-json,1,1,0
Cross.table-byid-imagingstudies-xml,1,1,0
Cross.table-byid-immunizationevaluations,1,0,0
Cross.table-byid-immunizationevaluations-json,1,1,0
Cross.table-byid-immunizationevaluations-xml,1,1,0
Cross.table-byid-immunizationrecommendations,1,1,0
Cross.table-byid-immunizationrecommendations-json,1,1,0
Cross.table-byid-immunizationrecommendations-xml,1,1,0
Cross.table-byid-immunizations,1,1,692
Cross.table-byid-immunizations-json,1,1,712
Cross.table-byid-immunizations-xml,1,1,708
Cross.table-byid-implementationguides,1,1,184
Cross.table-byid-implementationguides-json,1,1,189
Cross.table-byid-implementationguides-xml,1,1,188
Cross.table-byid-insuranceplans,1,0,0
Cross.table-byid-insuranceplans-json,1,0,0
Cross.table-byid-insuranceplans-xml,1,1,0
Cross.table-byid-invoices,1,0,0
Cross.table-byid-invoices-json,1,0,0
Cross.table-byid-invoices-xml,1,1,0
Cross.table-byid-libraries,1,0,0
Cross.table-byid-libraries-json,1,0,0
Cross.table-byid-libraries-xml,1,0,0
Cross.table-byid-linkages,1,1,0
Cross.table-byid-linkages-json,1,1,0
Cross.table-byid-linkages-xml,1,1,0
Cross.table-byid-lists,1,0,596
Cross.table-byid-lists-json,1,0,616
Cross.table-byid-lists-xml,1,1,612
Cross.table-byid-locations,1,1,1286
Cross.table-byid-locations-json,1,1,1336
Cross.table-byid-locations-xml,1,1,1326
Cross.table-byid-measurereports,1,0,0
Cross.table-byid-measurereports-json,1,0,0
Cross.table-byid-measurereports-xml,1,1,0
Cross.table-byid-measures,1,1,0
Cross.table-byid-measures-json,1,1,0
Cross.table-byid-measures-xml,1,1,0
Cross.table-byid-media,1,1,0
Cross.table-byid-media-json,1,1,0
Cross.table-byid-media-xml,1,1,0
Cross.table-byid-medicationadministrations,1,0,418
Cross.table-byid-medicationadministrations-json,1,0,428
Cross.table-byid-medicationadministrations-xml,1,0,426
Cross.table-byid-medicationdispenses,1,1,382
Cross.table-byid-medicationdispenses-json,1,1,392
Cross.table-byid-medicationdispenses-xml,1,1,390
Cross.table-byid-medicationknowledges,1,0,0
Cross.table-byid-medicationknowledges-json,1,0,0
Cross.table-byid-medicationknowledges-xml,1,0,0
Cross.table-byid-medicationrequests,1,1,564
Cross.table-byid-medicationrequests-json,1,1,579
Cross.table-byid-medicationrequests-xml,1,1,576
Cross.table-byid-medications,1,1,3048
Cross.table-byid-medications-json,1,1,3123
Cross.table-byid-medications-xml,1,1,3108
Cross.table-byid-medicationstatements,1,1,582
Cross.table-byid-medicationstatements-json,1,1,597
Cross.table-byid-medicationstatements-xml,1,1,594
Cross.table-byid-medicinalproductauthorizations,1,0,0
Cross.table-byid-medicinalproductauthorizations-json,1,1,0
Cross.table-byid-medicinalproductauthorizations-xml,1,1,0
Cross.table-byid-medicinalproductcontraindications,1,0,0
Cross.table-byid-medicinalproductcontraindications-json,1,0,0
Cross.table-byid-medicinalproductcontraindications-xml,1,1,0
Cross.table-byid-medicinalproductindications,1,0,0
Cross.table-byid-medicinalproductindications-json,1,1,0
Cross.table-byid-medicinalproductindications-xml,1,1,0
Cross.table-byid-medicinalproductingredients,1,1,0
Cross.table-byid-medicinalproductingredients-json,1,1,0
Cross.table-byid-medicinalproductingredients-xml,1,1,0
Cross.table-byid-medicinalproductinteractions,1,0,0
Cross.table-byid-medicinalproductinteractions-json,1,0,0
Cross.table-byid-medicinalproductinteractions-xml,1,0,0
Cross.table-byid-medicinalproductmanufactureds,1,0,0
Cross.table-byid-medicinalproductmanufactureds-json,1,1,0
Cross.table-byid-medicinalproductmanufactureds-xml,1,1,0
Cross.table-byid-medicinalproductpackageds,1,0,0
Cross.table-byid-medicinalproductpackageds-json,1,0,0
Cross.table-byid-medicinalproductpackageds-xml,1,1,0
Cross.table-byid-medicinalproductpharmaceuticals,1,0,0
Cross.table-byid-medicinalproductpharmaceuticals-json,1,0,0
Cross.table-byid-medicinalproductpharmaceuticals-xml,1,1,0
Cross.table-byid-medicinalproducts,1,1,0
Cross.table-byid-medicinalproducts-json,1,1,0
Cross.table-byid-medicinalproducts-xml,1,1,0
Cross.table-byid-medicinalproductundesirableeffects,1,1,0
Cross.table-byid-medicinalproductundesirableeffects-json,1,1,0
Cross.table-byid-medicinalproductundesirableeffects-xml,1,1,0
Cross.table-byid-messagedefinitions,1,1,0
Cross.table-byid-messagedefinitions-json,1,1,0
Cross.table-byid-messagedefinitions-xml,1,1,0
Cross.table-byid-messageheaders,1,0,0
Cross.table-byid-messageheaders-json,1,0,0
Cross.table-byid-messageheaders-xml,1,1,0
Cross.table-byid-molecularsequences,1,0,0
Cross.table-byid-molecularsequences-json,1,1,0
Cross.table-byid-molecularsequences-xml,1,1,0
Cross.table-byid-namingsystems,1,0,0
Cross.table-byid-namingsystems-json,1,0,0
Cross.table-byid-namingsystems-xml,1,1,0
Cross.table-byid-nutritionorders,1,0,0
Cross.table-byid-nutritionorders-json,1,0,0
Cross.table-byid-nutritionorders-xml,1,0,0
Cross.table-byid-observationdefinitions,1,0,0
Cross.table-byid-observationdefinitions-json,1,0,0
Cross.table-byid-observationdefinitions-xml,1,1,0
Cross.table-byid-observations,1,0,1081
Cross.table-byid-observations-json,1,1,1106
Cross.table-byid-observations-xml,1,1,1101
Cross.table-byid-operationdefinitions,1,1,0
Cross.table-byid-operationdefinitions-json,1,1,0
Cross.table-byid-operationdefinitions-xml,1,1,0
Cross.table-byid-operationoutcomes,1,0,0
Cross.table-byid-operationoutcomes-json,1,1,0
Cross.table-byid-operationoutcomes-xml,1,1,0
Cross.table-byid-organizationaffiliations,1,0,0
Cross.table-byid-organizationaffiliations-json,1,0,0
Cross.table-byid-organizationaffiliations-xml,1,1,0
Cross.table-byid-organizations,1,0,1312
Cross.table-byid-organizations-json,1,0,1362
Cross.table-byid-organizations-xml,1,0,1352
Cross.table-byid-parameters,1,0,0
Cross.table-byid-parameters-json,1,0,0
